lexeme,variants,prs.1sg,prs.2sg,prs.3sg,prs.1pl,prs.2pl,prs.3pl,ipfv.1sg,ipfv.2sg,ipfv.3sg,ipfv.1pl,ipfv.2pl,ipfv.3pl,fut.1sg,fut.2sg,fut.3sg,fut.1pl,fut.2pl,fut.3pl,cond.1sg,cond.2sg,cond.3sg,cond.1pl,cond.2pl,cond.3pl,sbjv.1sg,sbjv.2sg,sbjv.3sg,sbjv.1pl,sbjv.2pl,sbjv.3pl,pst.1sg,pst.2sg,pst.3sg,pst.1pl,pst.2pl,pst.3pl,pst.sbjv.1sg,pst.sbjv.2sg,pst.sbjv.3sg,pst.sbjv.1pl,pst.sbjv.2pl,pst.sbjv.3pl,imp.2sg,imp.1pl,imp.2pl,inf,prs.ptcp,pst.ptcp.m.sg,pst.ptcp.m.pl,pst.ptcp.f.sg,pst.ptcp.f.pl
lourder,lourder,luʁd,luʁd,luʁd,luʁdɔ̃,luʁde,luʁd,luʁdE,luʁdE,luʁdE,luʁdjɔ̃,luʁdje,luʁdE,luʁdəʁE,luʁdəʁa,luʁdəʁa,luʁdəʁɔ̃,luʁdəʁe,luʁdəʁɔ̃,luʁdəʁE,luʁdəʁE,luʁdəʁE,luʁdəʁjɔ̃,luʁdəʁje,luʁdəʁE,luʁd,luʁd,luʁd,luʁdjɔ̃,luʁdje,luʁd,luʁdE,luʁda,luʁda,luʁdam,luʁdat,luʁdEʁ,luʁdas,luʁdas,luʁda,luʁdasjɔ̃,luʁdasje,luʁdas,luʁd,luʁdɔ̃,luʁde,luʁde,luʁdɑ̃,luʁde,luʁde,luʁde,luʁde
louer,louer,lu,lu,lu,lwɔ̃,lwe,lu,lwE,lwE,lwE,lujɔ̃,luje,lwE,luʁE,luʁa,luʁa,luʁɔ̃,luʁe,luʁɔ̃,luʁE,luʁE,luʁE,luʁjɔ̃,luʁje,luʁE,lu,lu,lu,lujɔ̃,luje,lu,lwE,lwa,lwa,lwam,lwat,lwEʁ,lwas,lwas,lwa,lwasjɔ̃,lwasje,lwas,lu,lwɔ̃,lwe,lwe,lwɑ̃,lwe,lwe,lwe,lwe
loucher,loucher,luʃ,luʃ,luʃ,luʃɔ̃,luʃe,luʃ,luʃE,luʃE,luʃE,luʃjɔ̃,luʃje,luʃE,luʃəʁE,luʃəʁa,luʃəʁa,luʃəʁɔ̃,luʃəʁe,luʃəʁɔ̃,luʃəʁE,luʃəʁE,luʃəʁE,luʃəʁjɔ̃,luʃəʁje,luʃəʁE,luʃ,luʃ,luʃ,luʃjɔ̃,luʃje,luʃ,luʃE,luʃa,luʃa,luʃam,luʃat,luʃEʁ,luʃas,luʃas,luʃa,luʃasjɔ̃,luʃasje,luʃas,luʃ,luʃɔ̃,luʃe,luʃe,luʃɑ̃,luʃe,luʃe,luʃe,luʃe
louchir,louchir,luʃi,luʃi,luʃi,luʃisɔ̃,luʃise,luʃis,luʃisE,luʃisE,luʃisE,luʃisjɔ̃,luʃisje,luʃisE,luʃiʁE,luʃiʁa,luʃiʁa,luʃiʁɔ̃,luʃiʁe,luʃiʁɔ̃,luʃiʁE,luʃiʁE,luʃiʁE,luʃiʁjɔ̃,luʃiʁje,luʃiʁE,luʃis,luʃis,luʃis,luʃisjɔ̃,luʃisje,luʃis,luʃi,luʃi,luʃi,luʃim,luʃit,luʃiʁ,luʃis,luʃis,luʃi,luʃisjɔ̃,luʃisje,luʃis,luʃi,luʃisɔ̃,luʃise,luʃiʁ,luʃisɑ̃,luʃi,luʃi,luʃi,luʃi
louvoyer,louvoyer,luvwa,luvwa,luvwa,luvwajɔ̃,luvwaje,luvwa,luvwajE,luvwajE,luvwajE,luvwajɔ̃,luvwaje,luvwajE,luvwaʁE,luvwaʁa,luvwaʁa,luvwaʁɔ̃,luvwaʁe,luvwaʁɔ̃,luvwaʁE,luvwaʁE,luvwaʁE,luvwaʁjɔ̃,luvwaʁje,luvwaʁE,luvwa,luvwa,luvwa,luvwajɔ̃,luvwaje,luvwa,luvwajE,luvwaja,luvwaja,luvwajam,luvwajat,luvwajEʁ,luvwajas,luvwajas,luvwaja,luvwajasjɔ̃,luvwajasje,luvwajas,luvwa,luvwajɔ̃,luvwaje,luvwaje,luvwajɑ̃,luvwaje,luvwaje,luvwaje,luvwaje
luire,luire,lɥi,lɥi,lɥi,lɥizɔ̃,lɥize,lɥiz,lɥizE,lɥizE,lɥizE,lɥizjɔ̃,lɥizje,lɥizE,lɥiʁE,lɥiʁa,lɥiʁa,lɥiʁɔ̃,lɥiʁe,lɥiʁɔ̃,lɥiʁE,lɥiʁE,lɥiʁE,lɥiʁjɔ̃,lɥiʁje,lɥiʁE,lɥiz,lɥiz,lɥiz,lɥizjɔ̃,lɥizje,lɥiz,lɥi,lɥi,lɥi,lɥim,lɥit,lɥiʁ,lɥis,lɥis,lɥi,lɥisjɔ̃,lɥisje,lɥis,lɥi,lɥizɔ̃,lɥize,lɥiʁ,lɥizɑ̃,lɥi,lɥi,lɥi,lɥi
louanger,louanger,lwɑ̃ʒ,lwɑ̃ʒ,lwɑ̃ʒ,lwɑ̃ʒɔ̃,lwɑ̃ʒe,lwɑ̃ʒ,lwɑ̃ʒE,lwɑ̃ʒE,lwɑ̃ʒE,lwɑ̃ʒjɔ̃,lwɑ̃ʒje,lwɑ̃ʒE,lwɑ̃ʒəʁE,lwɑ̃ʒəʁa,lwɑ̃ʒəʁa,lwɑ̃ʒəʁɔ̃,lwɑ̃ʒəʁe,lwɑ̃ʒəʁɔ̃,lwɑ̃ʒəʁE,lwɑ̃ʒəʁE,lwɑ̃ʒəʁE,lwɑ̃ʒəʁjɔ̃,lwɑ̃ʒəʁje,lwɑ̃ʒəʁE,lwɑ̃ʒ,lwɑ̃ʒ,lwɑ̃ʒ,lwɑ̃ʒjɔ̃,lwɑ̃ʒje,lwɑ̃ʒ,lwɑ̃ʒE,lwɑ̃ʒa,lwɑ̃ʒa,lwɑ̃ʒam,lwɑ̃ʒat,lwɑ̃ʒEʁ,lwɑ̃ʒas,lwɑ̃ʒas,lwɑ̃ʒa,lwɑ̃ʒasjɔ̃,lwɑ̃ʒasje,lwɑ̃ʒas,lwɑ̃ʒ,lwɑ̃ʒɔ̃,lwɑ̃ʒe,lwɑ̃ʒe,lwɑ̃ʒɑ̃,lwɑ̃ʒe,lwɑ̃ʒe,lwɑ̃ʒe,lwɑ̃ʒe
lubrifier,lubrifier,lybʁifi,lybʁifi,lybʁifi,lybʁifjɔ̃,lybʁifje,lybʁifi,lybʁifjE,lybʁifjE,lybʁifjE,lybʁifjɔ̃,lybʁifje,lybʁifjE,lybʁifiʁE,lybʁifiʁa,lybʁifiʁa,lybʁifiʁɔ̃,lybʁifiʁe,lybʁifiʁɔ̃,lybʁifiʁE,lybʁifiʁE,lybʁifiʁE,lybʁifiʁjɔ̃,lybʁifiʁje,lybʁifiʁE,lybʁifi,lybʁifi,lybʁifi,lybʁifjɔ̃,lybʁifje,lybʁifi,lybʁifjE,lybʁifja,lybʁifja,lybʁifjam,lybʁifjat,lybʁifjEʁ,lybʁifjas,lybʁifjas,lybʁifja,lybʁifjasjɔ̃,lybʁifjasje,lybʁifjas,lybʁifi,lybʁifjɔ̃,lybʁifje,lybʁifje,lybʁifjɑ̃,lybʁifje,lybʁifje,lybʁifje,lybʁifje
luxer,luxer,lyks,lyks,lyks,lyksɔ̃,lykse,lyks,lyksE,lyksE,lyksE,lyksjɔ̃,lyksje,lyksE,lyksəʁE,lyksəʁa,lyksəʁa,lyksəʁɔ̃,lyksəʁe,lyksəʁɔ̃,lyksəʁE,lyksəʁE,lyksəʁE,lyksəʁjɔ̃,lyksəʁje,lyksəʁE,lyks,lyks,lyks,lyksjɔ̃,lyksje,lyks,lyksE,lyksa,lyksa,lyksam,lyksat,lyksEʁ,lyksas,lyksas,lyksa,lyksasjɔ̃,lyksasje,lyksas,lyks,lyksɔ̃,lykse,lykse,lyksɑ̃,lykse,lykse,lykse,lykse
lustrer,lustrer,lystʁ,lystʁ,lystʁ,lystʁɔ̃,lystʁe,lystʁ,lystʁE,lystʁE,lystʁE,lystʁijɔ̃,lystʁije,lystʁE,lystʁəʁE,lystʁəʁa,lystʁəʁa,lystʁəʁɔ̃,lystʁəʁe,lystʁəʁɔ̃,lystʁəʁE,lystʁəʁE,lystʁəʁE,lystʁəʁjɔ̃,lystʁəʁje,lystʁəʁE,lystʁ,lystʁ,lystʁ,lystʁijɔ̃,lystʁije,lystʁ,lystʁE,lystʁa,lystʁa,lystʁam,lystʁat,lystʁEʁ,lystʁas,lystʁas,lystʁa,lystʁasjɔ̃,lystʁasje,lystʁas,lystʁ,lystʁɔ̃,lystʁe,lystʁe,lystʁɑ̃,lystʁe,lystʁe,lystʁe,lystʁe
lutter,lutter,lyt,lyt,lyt,lytɔ̃,lyte,lyt,lytE,lytE,lytE,lytjɔ̃,lytje,lytE,lytəʁE,lytəʁa,lytəʁa,lytəʁɔ̃,lytəʁe,lytəʁɔ̃,lytəʁE,lytəʁE,lytəʁE,lytəʁjɔ̃,lytəʁje,lytəʁE,lyt,lyt,lyt,lytjɔ̃,lytje,lyt,lytE,lyta,lyta,lytam,lytat,lytEʁ,lytas,lytas,lyta,lytasjɔ̃,lytasje,lytas,lyt,lytɔ̃,lyte,lyte,lytɑ̃,lyte,lyte,lyte,lyte
lutiner,lutiner,lytin,lytin,lytin,lytinɔ̃,lytine,lytin,lytinE,lytinE,lytinE,lytinjɔ̃,lytinje,lytinE,lytinəʁE,lytinəʁa,lytinəʁa,lytinəʁɔ̃,lytinəʁe,lytinəʁɔ̃,lytinəʁE,lytinəʁE,lytinəʁE,lytinəʁjɔ̃,lytinəʁje,lytinəʁE,lytin,lytin,lytin,lytinjɔ̃,lytinje,lytin,lytinE,lytina,lytina,lytinam,lytinat,lytinEʁ,lytinas,lytinas,lytina,lytinasjɔ̃,lytinasje,lytinas,lytin,lytinɔ̃,lytine,lytine,lytinɑ̃,lytine,lytine,lytine,lytine
maganer,maganer,magan,magan,magan,maganɔ̃,magane,magan,maganE,maganE,maganE,maganjɔ̃,maganje,maganE,maganəʁE,maganəʁa,maganəʁa,maganəʁɔ̃,maganəʁe,maganəʁɔ̃,maganəʁE,maganəʁE,maganəʁE,maganəʁjɔ̃,maganəʁje,maganəʁE,magan,magan,magan,maganjɔ̃,maganje,magan,maganE,magana,magana,maganam,maganat,maganEʁ,maganas,maganas,magana,maganasjɔ̃,maganasje,maganas,magan,maganɔ̃,magane,magane,maganɑ̃,magane,magane,magane,magane
magasiner,magasiner,magazin,magazin,magazin,magazinɔ̃,magazine,magazin,magazinE,magazinE,magazinE,magazinjɔ̃,magazinje,magazinE,magazinəʁE,magazinəʁa,magazinəʁa,magazinəʁɔ̃,magazinəʁe,magazinəʁɔ̃,magazinəʁE,magazinəʁE,magazinəʁE,magazinəʁjɔ̃,magazinəʁje,magazinəʁE,magazin,magazin,magazin,magazinjɔ̃,magazinje,magazin,magazinE,magazina,magazina,magazinam,magazinat,magazinEʁ,magazinas,magazinas,magazina,magazinasjɔ̃,magazinasje,magazinas,magazin,magazinɔ̃,magazine,magazine,magazinɑ̃,magazine,magazine,magazine,magazine
magouiller,magouiller,maguj,maguj,maguj,magujɔ̃,maguje,maguj,magujE,magujE,magujE,magujɔ̃,maguje,magujE,magujəʁE,magujəʁa,magujəʁa,magujəʁɔ̃,magujəʁe,magujəʁɔ̃,magujəʁE,magujəʁE,magujəʁE,magujəʁjɔ̃,magujəʁje,magujəʁE,maguj,maguj,maguj,magujɔ̃,maguje,maguj,magujE,maguja,maguja,magujam,magujat,magujEʁ,magujas,magujas,maguja,magujasjɔ̃,magujasje,magujas,maguj,magujɔ̃,maguje,maguje,magujɑ̃,maguje,maguje,maguje,maguje
mailler,mailler,maj,maj,maj,majɔ̃,maje,maj,majE,majE,majE,majɔ̃,maje,majE,majəʁE,majəʁa,majəʁa,majəʁɔ̃,majəʁe,majəʁɔ̃,majəʁE,majəʁE,majəʁE,majəʁjɔ̃,majəʁje,majəʁE,maj,maj,maj,majɔ̃,maje,maj,majE,maja,maja,majam,majat,majEʁ,majas,majas,maja,majasjɔ̃,majasje,majas,maj,majɔ̃,maje,maje,majɑ̃,maje,maje,maje,maje
maquer,maquer,mak,mak,mak,makɔ̃,make,mak,makE,makE,makE,makjɔ̃,makje,makE,makəʁE,makəʁa,makəʁa,makəʁɔ̃,makəʁe,makəʁɔ̃,makəʁE,makəʁE,makəʁE,makəʁjɔ̃,makəʁje,makəʁE,mak,mak,mak,makjɔ̃,makje,mak,makE,maka,maka,makam,makat,makEʁ,makas,makas,maka,makasjɔ̃,makasje,makas,mak,makɔ̃,make,make,makɑ̃,make,make,make,make
maquiller,maquiller,makij,makij,makij,makijɔ̃,makije,makij,makijE,makijE,makijE,makijɔ̃,makije,makijE,makijəʁE,makijəʁa,makijəʁa,makijəʁɔ̃,makijəʁe,makijəʁɔ̃,makijəʁE,makijəʁE,makijəʁE,makijəʁjɔ̃,makijəʁje,makijəʁE,makij,makij,makij,makijɔ̃,makije,makij,makijE,makija,makija,makijam,makijat,makijEʁ,makijas,makijas,makija,makijasjɔ̃,makijasje,makijas,makij,makijɔ̃,makije,makije,makijɑ̃,makije,makije,makije,makije
maquereauter,maquereauter,makʁɔt,makʁɔt,makʁɔt,makʁotɔ̃,makʁote,makʁɔt,makʁotE,makʁotE,makʁotE,makʁotjɔ̃,makʁotje,makʁotE,makʁɔtəʁE,makʁɔtəʁa,makʁɔtəʁa,makʁɔtəʁɔ̃,makʁɔtəʁe,makʁɔtəʁɔ̃,makʁɔtəʁE,makʁɔtəʁE,makʁɔtəʁE,makʁɔtəʁjɔ̃,makʁɔtəʁje,makʁɔtəʁE,makʁɔt,makʁɔt,makʁɔt,makʁotjɔ̃,makʁotje,makʁɔt,makʁotE,makʁota,makʁota,makʁotam,makʁotat,makʁotEʁ,makʁotas,makʁotas,makʁota,makʁotasjɔ̃,makʁotasje,makʁotas,makʁɔt,makʁotɔ̃,makʁote,makʁote,makʁotɑ̃,makʁote,makʁote,makʁote,makʁote
maximaliser,maximaliser,maksimaliz,maksimaliz,maksimaliz,maksimalizɔ̃,maksimalize,maksimaliz,maksimalizE,maksimalizE,maksimalizE,maksimalizjɔ̃,maksimalizje,maksimalizE,maksimalizəʁE,maksimalizəʁa,maksimalizəʁa,maksimalizəʁɔ̃,maksimalizəʁe,maksimalizəʁɔ̃,maksimalizəʁE,maksimalizəʁE,maksimalizəʁE,maksimalizəʁjɔ̃,maksimalizəʁje,maksimalizəʁE,maksimaliz,maksimaliz,maksimaliz,maksimalizjɔ̃,maksimalizje,maksimaliz,maksimalizE,maksimaliza,maksimaliza,maksimalizam,maksimalizat,maksimalizEʁ,maksimalizas,maksimalizas,maksimaliza,maksimalizasjɔ̃,maksimalizasje,maksimalizas,maksimaliz,maksimalizɔ̃,maksimalize,maksimalize,maksimalizɑ̃,maksimalize,maksimalize,maksimalize,maksimalize
maximiser,maximiser,maksimiz,maksimiz,maksimiz,maksimizɔ̃,maksimize,maksimiz,maksimizE,maksimizE,maksimizE,maksimizjɔ̃,maksimizje,maksimizE,maksimizəʁE,maksimizəʁa,maksimizəʁa,maksimizəʁɔ̃,maksimizəʁe,maksimizəʁɔ̃,maksimizəʁE,maksimizəʁE,maksimizəʁE,maksimizəʁjɔ̃,maksimizəʁje,maksimizəʁE,maksimiz,maksimiz,maksimiz,maksimizjɔ̃,maksimizje,maksimiz,maksimizE,maksimiza,maksimiza,maksimizam,maksimizat,maksimizEʁ,maksimizas,maksimizas,maksimiza,maksimizasjɔ̃,maksimizasje,maksimizas,maksimiz,maksimizɔ̃,maksimize,maksimize,maksimizɑ̃,maksimize,maksimize,maksimize,maksimize
maculer,maculer,makyl,makyl,makyl,makylɔ̃,makyle,makyl,makylE,makylE,makylE,makyljɔ̃,makylje,makylE,makyləʁE,makyləʁa,makyləʁa,makyləʁɔ̃,makyləʁe,makyləʁɔ̃,makyləʁE,makyləʁE,makyləʁE,makyləʁjɔ̃,makyləʁje,makyləʁE,makyl,makyl,makyl,makyljɔ̃,makylje,makyl,makylE,makyla,makyla,makylam,makylat,makylEʁ,makylas,makylas,makyla,makylasjɔ̃,makylasje,makylas,makyl,makylɔ̃,makyle,makyle,makylɑ̃,makyle,makyle,makyle,makyle
malaxer,malaxer,malaks,malaks,malaks,malaksɔ̃,malakse,malaks,malaksE,malaksE,malaksE,malaksjɔ̃,malaksje,malaksE,malaksəʁE,malaksəʁa,malaksəʁa,malaksəʁɔ̃,malaksəʁe,malaksəʁɔ̃,malaksəʁE,malaksəʁE,malaksəʁE,malaksəʁjɔ̃,malaksəʁje,malaksəʁE,malaks,malaks,malaks,malaksjɔ̃,malaksje,malaks,malaksE,malaksa,malaksa,malaksam,malaksat,malaksEʁ,malaksas,malaksas,malaksa,malaksasjɔ̃,malaksasje,malaksas,malaks,malaksɔ̃,malakse,malakse,malaksɑ̃,malakse,malakse,malakse,malakse
maléficier,maléficier,malEfisi,malEfisi,malEfisi,malEfisjɔ̃,malEfisje,malEfisi,malEfisjE,malEfisjE,malEfisjE,malEfisjɔ̃,malEfisje,malEfisjE,malEfisiʁE,malEfisiʁa,malEfisiʁa,malEfisiʁɔ̃,malEfisiʁe,malEfisiʁɔ̃,malEfisiʁE,malEfisiʁE,malEfisiʁE,malEfisiʁjɔ̃,malEfisiʁje,malEfisiʁE,malEfisi,malEfisi,malEfisi,malEfisjɔ̃,malEfisje,malEfisi,malEfisjE,malEfisja,malEfisja,malEfisjam,malEfisjat,malEfisjEʁ,malEfisjas,malEfisjas,malEfisja,malEfisjasjɔ̃,malEfisjasje,malEfisjas,malEfisi,malEfisjɔ̃,malEfisje,malEfisje,malEfisjɑ̃,malEfisje,malEfisje,malEfisje,malEfisje
