lexeme,variants,prs.1sg,prs.2sg,prs.3sg,prs.1pl,prs.2pl,prs.3pl,ipfv.1sg,ipfv.2sg,ipfv.3sg,ipfv.1pl,ipfv.2pl,ipfv.3pl,fut.1sg,fut.2sg,fut.3sg,fut.1pl,fut.2pl,fut.3pl,cond.1sg,cond.2sg,cond.3sg,cond.1pl,cond.2pl,cond.3pl,sbjv.1sg,sbjv.2sg,sbjv.3sg,sbjv.1pl,sbjv.2pl,sbjv.3pl,pst.1sg,pst.2sg,pst.3sg,pst.1pl,pst.2pl,pst.3pl,pst.sbjv.1sg,pst.sbjv.2sg,pst.sbjv.3sg,pst.sbjv.1pl,pst.sbjv.2pl,pst.sbjv.3pl,imp.2sg,imp.1pl,imp.2pl,inf,prs.ptcp,pst.ptcp.m.sg,pst.ptcp.m.pl,pst.ptcp.f.sg,pst.ptcp.f.pl
dévorer,dévorer,dEvɔʁ,dEvɔʁ,dEvɔʁ,dEvOʁɔ̃,dEvOʁe,dEvɔʁ,dEvOʁE,dEvOʁE,dEvOʁE,dEvOʁjɔ̃,dEvOʁje,dEvOʁE,dEvɔʁəʁE,dEvɔʁəʁa,dEvɔʁəʁa,dEvɔʁəʁɔ̃,dEvɔʁəʁe,dEvɔʁəʁɔ̃,dEvɔʁəʁE,dEvɔʁəʁE,dEvɔʁəʁE,dEvɔʁəʁjɔ̃,dEvɔʁəʁje,dEvɔʁəʁE,dEvɔʁ,dEvɔʁ,dEvɔʁ,dEvOʁjɔ̃,dEvOʁje,dEvɔʁ,dEvOʁE,dEvOʁa,dEvOʁa,dEvOʁam,dEvOʁat,dEvOʁEʁ,dEvOʁas,dEvOʁas,dEvOʁa,dEvOʁasjɔ̃,dEvOʁasje,dEvOʁas,dEvɔʁ,dEvOʁɔ̃,dEvOʁe,dEvOʁe,dEvOʁɑ̃,dEvOʁe,dEvOʁe,dEvOʁe,dEvOʁe
dévouer,dévouer,dEvu,dEvu,dEvu,dEvwɔ̃,dEvwe,dEvu,dEvwE,dEvwE,dEvwE,dEvujɔ̃,dEvuje,dEvwE,dEvuʁE,dEvuʁa,dEvuʁa,dEvuʁɔ̃,dEvuʁe,dEvuʁɔ̃,dEvuʁE,dEvuʁE,dEvuʁE,dEvuʁjɔ̃,dEvuʁje,dEvuʁE,dEvu,dEvu,dEvu,dEvujɔ̃,dEvuje,dEvu,dEvwE,dEvwa,dEvwa,dEvwam,dEvwat,dEvwEʁ,dEvwas,dEvwas,dEvwa,dEvwasjɔ̃,dEvwasje,dEvwas,dEvu,dEvwɔ̃,dEvwe,dEvwe,dEvwɑ̃,dEvwe,dEvwe,dEvwe,dEvwe
dévoiler,dévoiler,dEvwal,dEvwal,dEvwal,dEvwalɔ̃,dEvwale,dEvwal,dEvwalE,dEvwalE,dEvwalE,dEvwaljɔ̃,dEvwalje,dEvwalE,dEvwaləʁE,dEvwaləʁa,dEvwaləʁa,dEvwaləʁɔ̃,dEvwaləʁe,dEvwaləʁɔ̃,dEvwaləʁE,dEvwaləʁE,dEvwaləʁE,dEvwaləʁjɔ̃,dEvwaləʁje,dEvwaləʁE,dEvwal,dEvwal,dEvwal,dEvwaljɔ̃,dEvwalje,dEvwal,dEvwalE,dEvwala,dEvwala,dEvwalam,dEvwalat,dEvwalEʁ,dEvwalas,dEvwalas,dEvwala,dEvwalasjɔ̃,dEvwalasje,dEvwalas,dEvwal,dEvwalɔ̃,dEvwale,dEvwale,dEvwalɑ̃,dEvwale,dEvwale,dEvwale,dEvwale
dévoyer,dévoyer,dEvwa,dEvwa,dEvwa,dEvwajɔ̃,dEvwaje,dEvwa,dEvwajE,dEvwajE,dEvwajE,dEvwajɔ̃,dEvwaje,dEvwajE,dEvwaʁE,dEvwaʁa,dEvwaʁa,dEvwaʁɔ̃,dEvwaʁe,dEvwaʁɔ̃,dEvwaʁE,dEvwaʁE,dEvwaʁE,dEvwaʁjɔ̃,dEvwaʁje,dEvwaʁE,dEvwa,dEvwa,dEvwa,dEvwajɔ̃,dEvwaje,dEvwa,dEvwajE,dEvwaja,dEvwaja,dEvwajam,dEvwajat,dEvwajEʁ,dEvwajas,dEvwajas,dEvwaja,dEvwajasjɔ̃,dEvwajasje,dEvwajas,dEvwa,dEvwajɔ̃,dEvwaje,dEvwaje,dEvwajɑ̃,dEvwaje,dEvwaje,dEvwaje,dEvwaje
déshabiller,déshabiller,dEzabij,dEzabij,dEzabij,dEzabijɔ̃,dEzabije,dEzabij,dEzabijE,dEzabijE,dEzabijE,dEzabijɔ̃,dEzabije,dEzabijE,dEzabijəʁE,dEzabijəʁa,dEzabijəʁa,dEzabijəʁɔ̃,dEzabijəʁe,dEzabijəʁɔ̃,dEzabijəʁE,dEzabijəʁE,dEzabijəʁE,dEzabijəʁjɔ̃,dEzabijəʁje,dEzabijəʁE,dEzabij,dEzabij,dEzabij,dEzabijɔ̃,dEzabije,dEzabij,dEzabijE,dEzabija,dEzabija,dEzabijam,dEzabijat,dEzabijEʁ,dEzabijas,dEzabijas,dEzabija,dEzabijasjɔ̃,dEzabijasje,dEzabijas,dEzabij,dEzabijɔ̃,dEzabije,dEzabije,dEzabijɑ̃,dEzabije,dEzabije,dEzabije,dEzabije
désabuser,désabuser,dEzabyz,dEzabyz,dEzabyz,dEzabyzɔ̃,dEzabyze,dEzabyz,dEzabyzE,dEzabyzE,dEzabyzE,dEzabyzjɔ̃,dEzabyzje,dEzabyzE,dEzabyzəʁE,dEzabyzəʁa,dEzabyzəʁa,dEzabyzəʁɔ̃,dEzabyzəʁe,dEzabyzəʁɔ̃,dEzabyzəʁE,dEzabyzəʁE,dEzabyzəʁE,dEzabyzəʁjɔ̃,dEzabyzəʁje,dEzabyzəʁE,dEzabyz,dEzabyz,dEzabyz,dEzabyzjɔ̃,dEzabyzje,dEzabyz,dEzabyzE,dEzabyza,dEzabyza,dEzabyzam,dEzabyzat,dEzabyzEʁ,dEzabyzas,dEzabyzas,dEzabyza,dEzabyzasjɔ̃,dEzabyzasje,dEzabyzas,dEzabyz,dEzabyzɔ̃,dEzabyze,dEzabyze,dEzabyzɑ̃,dEzabyze,dEzabyze,dEzabyze,dEzabyze
désadopter,désadopter,dEzadOpt,dEzadOpt,dEzadOpt,dEzadOptɔ̃,dEzadOpte,dEzadOpt,dEzadOptE,dEzadOptE,dEzadOptE,dEzadOptjɔ̃,dEzadOptje,dEzadOptE,dEzadOptəʁE,dEzadOptəʁa,dEzadOptəʁa,dEzadOptəʁɔ̃,dEzadOptəʁe,dEzadOptəʁɔ̃,dEzadOptəʁE,dEzadOptəʁE,dEzadOptəʁE,dEzadOptəʁjɔ̃,dEzadOptəʁje,dEzadOptəʁE,dEzadOpt,dEzadOpt,dEzadOpt,dEzadOptjɔ̃,dEzadOptje,dEzadOpt,dEzadOptE,dEzadOpta,dEzadOpta,dEzadOptam,dEzadOptat,dEzadOptEʁ,dEzadOptas,dEzadOptas,dEzadOpta,dEzadOptasjɔ̃,dEzadOptasje,dEzadOptas,dEzadOpt,dEzadOptɔ̃,dEzadOpte,dEzadOpte,dEzadOptɑ̃,dEzadOpte,dEzadOpte,dEzadOpte,dEzadOpte
désaffecter,désaffecter,dEzafɛkt,dEzafɛkt,dEzafɛkt,dEzafɛktɔ̃,dEzafɛkte,dEzafɛkt,dEzafɛktE,dEzafɛktE,dEzafɛktE,dEzafɛktjɔ̃,dEzafɛktje,dEzafɛktE,dEzafɛktəʁE,dEzafɛktəʁa,dEzafɛktəʁa,dEzafɛktəʁɔ̃,dEzafɛktəʁe,dEzafɛktəʁɔ̃,dEzafɛktəʁE,dEzafɛktəʁE,dEzafɛktəʁE,dEzafɛktəʁjɔ̃,dEzafɛktəʁje,dEzafɛktəʁE,dEzafɛkt,dEzafɛkt,dEzafɛkt,dEzafɛktjɔ̃,dEzafɛktje,dEzafɛkt,dEzafɛktE,dEzafɛkta,dEzafɛkta,dEzafɛktam,dEzafɛktat,dEzafɛktEʁ,dEzafɛktas,dEzafɛktas,dEzafɛkta,dEzafɛktasjɔ̃,dEzafɛktasje,dEzafɛktas,dEzafɛkt,dEzafɛktɔ̃,dEzafɛkte,dEzafɛkte,dEzafɛktɑ̃,dEzafɛkte,dEzafɛkte,dEzafɛkte,dEzafɛkte
désagréger,désagréger,dEzagʁɛʒ,dEzagʁɛʒ,dEzagʁɛʒ,dEzagʁEʒɔ̃,dEzagʁEʒe,dEzagʁɛʒ,dEzagʁEʒE,dEzagʁEʒE,dEzagʁEʒE,dEzagʁEʒjɔ̃,dEzagʁEʒje,dEzagʁEʒE,dEzagʁɛʒəʁE,dEzagʁɛʒəʁa,dEzagʁɛʒəʁa,dEzagʁɛʒəʁɔ̃,dEzagʁɛʒəʁe,dEzagʁɛʒəʁɔ̃,dEzagʁɛʒəʁE,dEzagʁɛʒəʁE,dEzagʁɛʒəʁE,dEzagʁɛʒəʁjɔ̃,dEzagʁɛʒəʁje,dEzagʁɛʒəʁE,dEzagʁɛʒ,dEzagʁɛʒ,dEzagʁɛʒ,dEzagʁEʒjɔ̃,dEzagʁEʒje,dEzagʁɛʒ,dEzagʁEʒE,dEzagʁEʒa,dEzagʁEʒa,dEzagʁEʒam,dEzagʁEʒat,dEzagʁEʒEʁ,dEzagʁEʒas,dEzagʁEʒas,dEzagʁEʒa,dEzagʁEʒasjɔ̃,dEzagʁEʒasje,dEzagʁEʒas,dEzagʁɛʒ,dEzagʁEʒɔ̃,dEzagʁEʒe,dEzagʁEʒe,dEzagʁEʒɑ̃,dEzagʁEʒe,dEzagʁEʒe,dEzagʁEʒe,dEzagʁEʒe
désaccorder,désaccorder,dEzakɔʁd,dEzakɔʁd,dEzakɔʁd,dEzakɔʁdɔ̃,dEzakɔʁde,dEzakɔʁd,dEzakɔʁdE,dEzakɔʁdE,dEzakɔʁdE,dEzakɔʁdjɔ̃,dEzakɔʁdje,dEzakɔʁdE,dEzakɔʁdəʁE,dEzakɔʁdəʁa,dEzakɔʁdəʁa,dEzakɔʁdəʁɔ̃,dEzakɔʁdəʁe,dEzakɔʁdəʁɔ̃,dEzakɔʁdəʁE,dEzakɔʁdəʁE,dEzakɔʁdəʁE,dEzakɔʁdəʁjɔ̃,dEzakɔʁdəʁje,dEzakɔʁdəʁE,dEzakɔʁd,dEzakɔʁd,dEzakɔʁd,dEzakɔʁdjɔ̃,dEzakɔʁdje,dEzakɔʁd,dEzakɔʁdE,dEzakɔʁda,dEzakɔʁda,dEzakɔʁdam,dEzakɔʁdat,dEzakɔʁdEʁ,dEzakɔʁdas,dEzakɔʁdas,dEzakɔʁda,dEzakɔʁdasjɔ̃,dEzakɔʁdasje,dEzakɔʁdas,dEzakɔʁd,dEzakɔʁdɔ̃,dEzakɔʁde,dEzakɔʁde,dEzakɔʁdɑ̃,dEzakɔʁde,dEzakɔʁde,dEzakɔʁde,dEzakɔʁde
désactiver,désactiver,dEzaktiv,dEzaktiv,dEzaktiv,dEzaktivɔ̃,dEzaktive,dEzaktiv,dEzaktivE,dEzaktivE,dEzaktivE,dEzaktivjɔ̃,dEzaktivje,dEzaktivE,dEzaktivəʁE,dEzaktivəʁa,dEzaktivəʁa,dEzaktivəʁɔ̃,dEzaktivəʁe,dEzaktivəʁɔ̃,dEzaktivəʁE,dEzaktivəʁE,dEzaktivəʁE,dEzaktivəʁjɔ̃,dEzaktivəʁje,dEzaktivəʁE,dEzaktiv,dEzaktiv,dEzaktiv,dEzaktivjɔ̃,dEzaktivje,dEzaktiv,dEzaktivE,dEzaktiva,dEzaktiva,dEzaktivam,dEzaktivat,dEzaktivEʁ,dEzaktivas,dEzaktivas,dEzaktiva,dEzaktivasjɔ̃,dEzaktivasje,dEzaktivas,dEzaktiv,dEzaktivɔ̃,dEzaktive,dEzaktive,dEzaktivɑ̃,dEzaktive,dEzaktive,dEzaktive,dEzaktive
désaccoupler,désaccoupler,dEzakupl,dEzakupl,dEzakupl,dEzakuplɔ̃,dEzakuple,dEzakupl,dEzakuplE,dEzakuplE,dEzakuplE,dEzakuplijɔ̃,dEzakuplije,dEzakuplE,dEzakupləʁE,dEzakupləʁa,dEzakupləʁa,dEzakupləʁɔ̃,dEzakupləʁe,dEzakupləʁɔ̃,dEzakupləʁE,dEzakupləʁE,dEzakupləʁE,dEzakupləʁjɔ̃,dEzakupləʁje,dEzakupləʁE,dEzakupl,dEzakupl,dEzakupl,dEzakuplijɔ̃,dEzakuplije,dEzakupl,dEzakuplE,dEzakupla,dEzakupla,dEzakuplam,dEzakuplat,dEzakuplEʁ,dEzakuplas,dEzakuplas,dEzakupla,dEzakuplasjɔ̃,dEzakuplasje,dEzakuplas,dEzakupl,dEzakuplɔ̃,dEzakuple,dEzakuple,dEzakuplɑ̃,dEzakuple,dEzakuple,dEzakuple,dEzakuple
désaccoutumer,désaccoutumer,dEzakutym,dEzakutym,dEzakutym,dEzakutymɔ̃,dEzakutyme,dEzakutym,dEzakutymE,dEzakutymE,dEzakutymE,dEzakutymjɔ̃,dEzakutymje,dEzakutymE,dEzakutyməʁE,dEzakutyməʁa,dEzakutyməʁa,dEzakutyməʁɔ̃,dEzakutyməʁe,dEzakutyməʁɔ̃,dEzakutyməʁE,dEzakutyməʁE,dEzakutyməʁE,dEzakutyməʁjɔ̃,dEzakutyməʁje,dEzakutyməʁE,dEzakutym,dEzakutym,dEzakutym,dEzakutymjɔ̃,dEzakutymje,dEzakutym,dEzakutymE,dEzakutyma,dEzakutyma,dEzakutymam,dEzakutymat,dEzakutymEʁ,dEzakutymas,dEzakutymas,dEzakutyma,dEzakutymasjɔ̃,dEzakutymasje,dEzakutymas,dEzakutym,dEzakutymɔ̃,dEzakutyme,dEzakutyme,dEzakutymɑ̃,dEzakutyme,dEzakutyme,dEzakutyme,dEzakutyme
désaltérer,désaltérer,dEzaltɛʁ,dEzaltɛʁ,dEzaltɛʁ,dEzaltEʁɔ̃,dEzaltEʁe,dEzaltɛʁ,dEzaltEʁE,dEzaltEʁE,dEzaltEʁE,dEzaltEʁjɔ̃,dEzaltEʁje,dEzaltEʁE,dEzaltɛʁəʁE,dEzaltɛʁəʁa,dEzaltɛʁəʁa,dEzaltɛʁəʁɔ̃,dEzaltɛʁəʁe,dEzaltɛʁəʁɔ̃,dEzaltɛʁəʁE,dEzaltɛʁəʁE,dEzaltɛʁəʁE,dEzaltɛʁəʁjɔ̃,dEzaltɛʁəʁje,dEzaltɛʁəʁE,dEzaltɛʁ,dEzaltɛʁ,dEzaltɛʁ,dEzaltEʁjɔ̃,dEzaltEʁje,dEzaltɛʁ,dEzaltEʁE,dEzaltEʁa,dEzaltEʁa,dEzaltEʁam,dEzaltEʁat,dEzaltEʁEʁ,dEzaltEʁas,dEzaltEʁas,dEzaltEʁa,dEzaltEʁasjɔ̃,dEzaltEʁasje,dEzaltEʁas,dEzaltɛʁ,dEzaltEʁɔ̃,dEzaltEʁe,dEzaltEʁe,dEzaltEʁɑ̃,dEzaltEʁe,dEzaltEʁe,dEzaltEʁe,dEzaltEʁe
désamorcer,désamorcer,dEzamɔʁs,dEzamɔʁs,dEzamɔʁs,dEzamɔʁsɔ̃,dEzamɔʁse,dEzamɔʁs,dEzamɔʁsE,dEzamɔʁsE,dEzamɔʁsE,dEzamɔʁsjɔ̃,dEzamɔʁsje,dEzamɔʁsE,dEzamɔʁsəʁE,dEzamɔʁsəʁa,dEzamɔʁsəʁa,dEzamɔʁsəʁɔ̃,dEzamɔʁsəʁe,dEzamɔʁsəʁɔ̃,dEzamɔʁsəʁE,dEzamɔʁsəʁE,dEzamɔʁsəʁE,dEzamɔʁsəʁjɔ̃,dEzamɔʁsəʁje,dEzamɔʁsəʁE,dEzamɔʁs,dEzamɔʁs,dEzamɔʁs,dEzamɔʁsjɔ̃,dEzamɔʁsje,dEzamɔʁs,dEzamɔʁsE,dEzamɔʁsa,dEzamɔʁsa,dEzamɔʁsam,dEzamɔʁsat,dEzamɔʁsEʁ,dEzamɔʁsas,dEzamɔʁsas,dEzamɔʁsa,dEzamɔʁsasjɔ̃,dEzamɔʁsasje,dEzamɔʁsas,dEzamɔʁs,dEzamɔʁsɔ̃,dEzamɔʁse,dEzamɔʁse,dEzamɔʁsɑ̃,dEzamɔʁse,dEzamɔʁse,dEzamɔʁse,dEzamɔʁse
désapeurer,désapeurer,dEzapœʁ,dEzapœʁ,dEzapœʁ,dEzapØʁɔ̃,dEzapØʁe,dEzapœʁ,dEzapØʁE,dEzapØʁE,dEzapØʁE,dEzapØʁjɔ̃,dEzapØʁje,dEzapØʁE,dEzapœʁəʁE,dEzapœʁəʁa,dEzapœʁəʁa,dEzapœʁəʁɔ̃,dEzapœʁəʁe,dEzapœʁəʁɔ̃,dEzapœʁəʁE,dEzapœʁəʁE,dEzapœʁəʁE,dEzapœʁəʁjɔ̃,dEzapœʁəʁje,dEzapœʁəʁE,dEzapœʁ,dEzapœʁ,dEzapœʁ,dEzapØʁjɔ̃,dEzapØʁje,dEzapœʁ,dEzapØʁE,dEzapØʁa,dEzapØʁa,dEzapØʁam,dEzapØʁat,dEzapØʁEʁ,dEzapØʁas,dEzapØʁas,dEzapØʁa,dEzapØʁasjɔ̃,dEzapØʁasje,dEzapØʁas,dEzapœʁ,dEzapØʁɔ̃,dEzapØʁe,dEzapØʁe,dEzapØʁɑ̃,dEzapØʁe,dEzapØʁe,dEzapØʁe,dEzapØʁe
désapprendre,désapprendre,dEzapʁɑ̃,dEzapʁɑ̃,dEzapʁɑ̃,dEzapʁənɔ̃,dEzapʁəne,dEzapʁɛn,dEzapʁənE,dEzapʁənE,dEzapʁənE,dEzapʁənjɔ̃,dEzapʁənje,dEzapʁənE,dEzapʁɑ̃dʁE,dEzapʁɑ̃dʁa,dEzapʁɑ̃dʁa,dEzapʁɑ̃dʁɔ̃,dEzapʁɑ̃dʁe,dEzapʁɑ̃dʁɔ̃,dEzapʁɑ̃dʁE,dEzapʁɑ̃dʁE,dEzapʁɑ̃dʁE,dEzapʁɑ̃dʁijɔ̃,dEzapʁɑ̃dʁije,dEzapʁɑ̃dʁE,dEzapʁɛn,dEzapʁɛn,dEzapʁɛn,dEzapʁənjɔ̃,dEzapʁənje,dEzapʁɛn,dEzapʁi,dEzapʁi,dEzapʁi,dEzapʁim,dEzapʁit,dEzapʁiʁ,dEzapʁis,dEzapʁis,dEzapʁi,dEzapʁisjɔ̃,dEzapʁisje,dEzapʁis,dEzapʁɑ̃,dEzapʁənɔ̃,dEzapʁəne,dEzapʁɑ̃dʁ,dEzapʁənɑ̃,dEzapʁi,dEzapʁi,dEzapʁiz,dEzapʁiz
désapprouver,désapprouver,dEzapʁuv,dEzapʁuv,dEzapʁuv,dEzapʁuvɔ̃,dEzapʁuve,dEzapʁuv,dEzapʁuvE,dEzapʁuvE,dEzapʁuvE,dEzapʁuvjɔ̃,dEzapʁuvje,dEzapʁuvE,dEzapʁuvəʁE,dEzapʁuvəʁa,dEzapʁuvəʁa,dEzapʁuvəʁɔ̃,dEzapʁuvəʁe,dEzapʁuvəʁɔ̃,dEzapʁuvəʁE,dEzapʁuvəʁE,dEzapʁuvəʁE,dEzapʁuvəʁjɔ̃,dEzapʁuvəʁje,dEzapʁuvəʁE,dEzapʁuv,dEzapʁuv,dEzapʁuv,dEzapʁuvjɔ̃,dEzapʁuvje,dEzapʁuv,dEzapʁuvE,dEzapʁuva,dEzapʁuva,dEzapʁuvam,dEzapʁuvat,dEzapʁuvEʁ,dEzapʁuvas,dEzapʁuvas,dEzapʁuva,dEzapʁuvasjɔ̃,dEzapʁuvasje,dEzapʁuvas,dEzapʁuv,dEzapʁuvɔ̃,dEzapʁuve,dEzapʁuve,dEzapʁuvɑ̃,dEzapʁuve,dEzapʁuve,dEzapʁuve,dEzapʁuve
désappointer,désappointer,dEzapwɛ̃t,dEzapwɛ̃t,dEzapwɛ̃t,dEzapwɛ̃tɔ̃,dEzapwɛ̃te,dEzapwɛ̃t,dEzapwɛ̃tE,dEzapwɛ̃tE,dEzapwɛ̃tE,dEzapwɛ̃tjɔ̃,dEzapwɛ̃tje,dEzapwɛ̃tE,dEzapwɛ̃təʁE,dEzapwɛ̃təʁa,dEzapwɛ̃təʁa,dEzapwɛ̃təʁɔ̃,dEzapwɛ̃təʁe,dEzapwɛ̃təʁɔ̃,dEzapwɛ̃təʁE,dEzapwɛ̃təʁE,dEzapwɛ̃təʁE,dEzapwɛ̃təʁjɔ̃,dEzapwɛ̃təʁje,dEzapwɛ̃təʁE,dEzapwɛ̃t,dEzapwɛ̃t,dEzapwɛ̃t,dEzapwɛ̃tjɔ̃,dEzapwɛ̃tje,dEzapwɛ̃t,dEzapwɛ̃tE,dEzapwɛ̃ta,dEzapwɛ̃ta,dEzapwɛ̃tam,dEzapwɛ̃tat,dEzapwɛ̃tEʁ,dEzapwɛ̃tas,dEzapwɛ̃tas,dEzapwɛ̃ta,dEzapwɛ̃tasjɔ̃,dEzapwɛ̃tasje,dEzapwɛ̃tas,dEzapwɛ̃t,dEzapwɛ̃tɔ̃,dEzapwɛ̃te,dEzapwɛ̃te,dEzapwɛ̃tɑ̃,dEzapwɛ̃te,dEzapwɛ̃te,dEzapwɛ̃te,dEzapwɛ̃te
désarmer,désarmer,dEzaʁm,dEzaʁm,dEzaʁm,dEzaʁmɔ̃,dEzaʁme,dEzaʁm,dEzaʁmE,dEzaʁmE,dEzaʁmE,dEzaʁmjɔ̃,dEzaʁmje,dEzaʁmE,dEzaʁməʁE,dEzaʁməʁa,dEzaʁməʁa,dEzaʁməʁɔ̃,dEzaʁməʁe,dEzaʁməʁɔ̃,dEzaʁməʁE,dEzaʁməʁE,dEzaʁməʁE,dEzaʁməʁjɔ̃,dEzaʁməʁje,dEzaʁməʁE,dEzaʁm,dEzaʁm,dEzaʁm,dEzaʁmjɔ̃,dEzaʁmje,dEzaʁm,dEzaʁmE,dEzaʁma,dEzaʁma,dEzaʁmam,dEzaʁmat,dEzaʁmEʁ,dEzaʁmas,dEzaʁmas,dEzaʁma,dEzaʁmasjɔ̃,dEzaʁmasje,dEzaʁmas,dEzaʁm,dEzaʁmɔ̃,dEzaʁme,dEzaʁme,dEzaʁmɑ̃,dEzaʁme,dEzaʁme,dEzaʁme,dEzaʁme
désarçonner,désarçonner,dEzaʁsɔn,dEzaʁsɔn,dEzaʁsɔn,dEzaʁsOnɔ̃,dEzaʁsOne,dEzaʁsɔn,dEzaʁsOnE,dEzaʁsOnE,dEzaʁsOnE,dEzaʁsOnjɔ̃,dEzaʁsOnje,dEzaʁsOnE,dEzaʁsɔnəʁE,dEzaʁsɔnəʁa,dEzaʁsɔnəʁa,dEzaʁsɔnəʁɔ̃,dEzaʁsɔnəʁe,dEzaʁsɔnəʁɔ̃,dEzaʁsɔnəʁE,dEzaʁsɔnəʁE,dEzaʁsɔnəʁE,dEzaʁsɔnəʁjɔ̃,dEzaʁsɔnəʁje,dEzaʁsɔnəʁE,dEzaʁsɔn,dEzaʁsɔn,dEzaʁsɔn,dEzaʁsOnjɔ̃,dEzaʁsOnje,dEzaʁsɔn,dEzaʁsOnE,dEzaʁsOna,dEzaʁsOna,dEzaʁsOnam,dEzaʁsOnat,dEzaʁsOnEʁ,dEzaʁsOnas,dEzaʁsOnas,dEzaʁsOna,dEzaʁsOnasjɔ̃,dEzaʁsOnasje,dEzaʁsOnas,dEzaʁsɔn,dEzaʁsOnɔ̃,dEzaʁsOne,dEzaʁsOne,dEzaʁsOnɑ̃,dEzaʁsOne,dEzaʁsOne,dEzaʁsOne,dEzaʁsOne
désarticuler,désarticuler,dEzaʁtikyl,dEzaʁtikyl,dEzaʁtikyl,dEzaʁtikylɔ̃,dEzaʁtikyle,dEzaʁtikyl,dEzaʁtikylE,dEzaʁtikylE,dEzaʁtikylE,dEzaʁtikyljɔ̃,dEzaʁtikylje,dEzaʁtikylE,dEzaʁtikyləʁE,dEzaʁtikyləʁa,dEzaʁtikyləʁa,dEzaʁtikyləʁɔ̃,dEzaʁtikyləʁe,dEzaʁtikyləʁɔ̃,dEzaʁtikyləʁE,dEzaʁtikyləʁE,dEzaʁtikyləʁE,dEzaʁtikyləʁjɔ̃,dEzaʁtikyləʁje,dEzaʁtikyləʁE,dEzaʁtikyl,dEzaʁtikyl,dEzaʁtikyl,dEzaʁtikyljɔ̃,dEzaʁtikylje,dEzaʁtikyl,dEzaʁtikylE,dEzaʁtikyla,dEzaʁtikyla,dEzaʁtikylam,dEzaʁtikylat,dEzaʁtikylEʁ,dEzaʁtikylas,dEzaʁtikylas,dEzaʁtikyla,dEzaʁtikylasjɔ̃,dEzaʁtikylasje,dEzaʁtikylas,dEzaʁtikyl,dEzaʁtikylɔ̃,dEzaʁtikyle,dEzaʁtikyle,dEzaʁtikylɑ̃,dEzaʁtikyle,dEzaʁtikyle,dEzaʁtikyle,dEzaʁtikyle
désassembler,désassembler,dEzasɑ̃bl,dEzasɑ̃bl,dEzasɑ̃bl,dEzasɑ̃blɔ̃,dEzasɑ̃ble,dEzasɑ̃bl,dEzasɑ̃blE,dEzasɑ̃blE,dEzasɑ̃blE,dEzasɑ̃blijɔ̃,dEzasɑ̃blije,dEzasɑ̃blE,dEzasɑ̃bləʁE,dEzasɑ̃bləʁa,dEzasɑ̃bləʁa,dEzasɑ̃bləʁɔ̃,dEzasɑ̃bləʁe,dEzasɑ̃bləʁɔ̃,dEzasɑ̃bləʁE,dEzasɑ̃bləʁE,dEzasɑ̃bləʁE,dEzasɑ̃bləʁjɔ̃,dEzasɑ̃bləʁje,dEzasɑ̃bləʁE,dEzasɑ̃bl,dEzasɑ̃bl,dEzasɑ̃bl,dEzasɑ̃blijɔ̃,dEzasɑ̃blije,dEzasɑ̃bl,dEzasɑ̃blE,dEzasɑ̃bla,dEzasɑ̃bla,dEzasɑ̃blam,dEzasɑ̃blat,dEzasɑ̃blEʁ,dEzasɑ̃blas,dEzasɑ̃blas,dEzasɑ̃bla,dEzasɑ̃blasjɔ̃,dEzasɑ̃blasje,dEzasɑ̃blas,dEzasɑ̃bl,dEzasɑ̃blɔ̃,dEzasɑ̃ble,dEzasɑ̃ble,dEzasɑ̃blɑ̃,dEzasɑ̃ble,dEzasɑ̃ble,dEzasɑ̃ble,dEzasɑ̃ble
désassortir,désassortir,dEzasɔʁti,dEzasɔʁti,dEzasɔʁti,dEzasɔʁtisɔ̃,dEzasɔʁtise,dEzasɔʁtis,dEzasɔʁtisE,dEzasɔʁtisE,dEzasɔʁtisE,dEzasɔʁtisjɔ̃,dEzasɔʁtisje,dEzasɔʁtisE,dEzasɔʁtiʁE,dEzasɔʁtiʁa,dEzasɔʁtiʁa,dEzasɔʁtiʁɔ̃,dEzasɔʁtiʁe,dEzasɔʁtiʁɔ̃,dEzasɔʁtiʁE,dEzasɔʁtiʁE,dEzasɔʁtiʁE,dEzasɔʁtiʁjɔ̃,dEzasɔʁtiʁje,dEzasɔʁtiʁE,dEzasɔʁtis,dEzasɔʁtis,dEzasɔʁtis,dEzasɔʁtisjɔ̃,dEzasɔʁtisje,dEzasɔʁtis,dEzasɔʁti,dEzasɔʁti,dEzasɔʁti,dEzasɔʁtim,dEzasɔʁtit,dEzasɔʁtiʁ,dEzasɔʁtis,dEzasɔʁtis,dEzasɔʁti,dEzasɔʁtisjɔ̃,dEzasɔʁtisje,dEzasɔʁtis,dEzasɔʁti,dEzasɔʁtisɔ̃,dEzasɔʁtise,dEzasɔʁtiʁ,dEzasɔʁtisɑ̃,dEzasɔʁti,dEzasɔʁti,dEzasɔʁti,dEzasɔʁti
